16,37864215
14,80031548
17,99441219
17,17736957
19,29893031
15,75469588
17,30279148
15,18265516
16,08799250
19,73784649
18,05084781
12,88641900
18,90101391
18,82114480
17,88316293
15,58094300
17,11839309
17,73823882
16,49994389
18,80790411
17,15539436
15,33587338
17,55070469
14,74006599
15,90561381
13,22632579
18,59188134
14,24752594
15,41685017
17,44817965
14,33283240
15,98334769
18,02821976
14,53883323
15,51312083
17,13186744
18,01645889
18,80472268
17,51824019
18,34386199
18,19460341
14,16177563
16,02251762
13,48366055
15,64485204
17,77850265
17,90505466
15,43271643
17,03556795
13,02747194
12,64983334
15,65862782
18,70159516
18,31682837
15,98358925
13,38640292
19,59184677
16,74579859
15,47805361
19,43472894
18,14783857
13,52225913
16,11763045
16,85298583
17,59102825
18,06903820
17,35277504
17,72900976
14,26815546
17,66320635
14,61637433
16,11569605
18,05261143
14,52472421
13,33394607
18,06654236
14,50191379
14,26772017
15,78146742
18,49496672
18,52634513
16,12606314
19,40655660
17,20581784
14,84170366
15,46684504
15,25802562
14,25955413
17,85863630
15,74442563
16,94606653
15,88401826
17,30448361
17,03446360
17,24121790
17,58199317
16,74861563
16,35851026
14,32612730
14,20819227
16,47531346
16,50601897
17,30230010
15,44544055
14,71217889
16,74842768
17,69124342
17,39951305
16,00977080
18,22851808
14,81132923
16,82632060
13,58156422
14,09022581
19,40060450
18,26022169
13,53136714
13,16226803
14,35307686
17,42376299
13,31596808
15,16834112
18,01307161
16,78363667
14,89966190
17,73782478
18,06635673
17,63238113
16,08086494
18,70072392
16,10641365
16,83200802
13,92853393
17,88715357
13,19466070
15,33984279
15,82866270
13,42482786
16,28577651
16,65909644
18,75228644
18,02566254
14,33684254
15,59469390
17,93663686
17,86761424
17,63668360
15,57766054
16,21364031
15,00918082
15,14291618
19,19183967
17,01333822
16,97159365
15,58676408
15,03482891
15,68632399
18,39149116
17,35449808
17,54656492
17,27787229
18,46154595
14,22707851
16,36169466
17,94196395
17,09799603
14,09823893
16,76604439
18,08158869
19,81562303
19,28783659
14,75147788
12,46665941
18,53463911
18,02692260
17,95244144
16,36120844
17,46432850
15,91924214
15,10006665
18,48645013
18,12277236
16,35258000
15,38781438
17,02277329
17,86855841
19,56256804
17,98688901
14,84111286
17,73354396
17,02665915
17,32369128
17,67573822
14,86825534
18,90584943
18,41654102
17,79997313
16,23154083
18,54702157
16,02273209
14,52641880
17,37491109
15,57784069
18,49210697
18,06271275
17,11267356
18,62124971
15,27069763
17,72415306
18,60030461
13,80052458
18,53648083
14,99749637
14,92251072
17,51042025
16,51646975
16,66019134
17,91086931
12,01822892
18,44282784
17,47350822
14,07178310
14,32143560
16,90040288
18,36618080
12,29457149
19,41997991
17,78044715
15,16414060
17,37216229
15,50837451
17,20848707
13,07787768
14,08909749
18,31128086
17,04930137
18,04217531
13,82274890
16,31877411
15,33976837
16,47791770
17,54725575
15,55751088
14,91802790
11,85350580
19,17758583
17,74088715
19,38227589
16,63912629
13,89446320
17,53469381
17,79165801
15,46336497
17,90268130
19,21796639
15,42405609
16,20138096
15,03082284
16,63234106
19,06184634
17,09557372
19,01253186
14,94340431
16,47340681
16,85825969
13,55337288
17,88422650
19,55528752
17,51495884
18,79246917
15,28281178
18,67609760
16,64231052
17,52218149
16,92400333
15,15622706
17,84684231
11,83223644
16,75524012
15,93963947
18,38574633
16,34471782
14,66510786
18,63592808
16,76511167
15,92967026
16,94225583
16,22430096
14,30314107
15,54457990
16,15864806
16,64607527
15,39001764
18,21613182
17,89218564
15,10259477
17,53544874
19,14557191
18,62395886
17,52887971
14,32072097
15,12818526
18,96192131
17,93524889
18,06225816
16,49347305
15,41419658
17,79848892
17,93642343
14,68117535
17,39884851
17,10699531
17,88030091
16,26423248
17,01887976
16,96493019
16,94285419
15,99064110
19,44661895
17,65355240
16,90803573
16,90755383
15,06307985
